candidate_id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
66018,<35,No,Master,0,Man,No,Dev,12,8,Ukraine,36552.0,Bash/Shell;C#;Dart;HTML/CSS;Python;SQL;Homebrew;Unity 3D;Blazor;Django;Firebase;Heroku;SQLite,13,1
66019,>35,No,NoHigherEd,1,Man,No,Dev,6,5,Norway,93336.0,Delphi;PowerShell;Python;SQL;Microsoft Azure;Microsoft SQL Server;SQLite,7,0
66020,>35,No,Undergraduate,1,Man,Yes,Dev,18,16,Russian Federation,57147.0,C#;JavaScript;Python;TypeScript;Docker;Kubernetes;npm;Yarn;Angular;ASP.NET Core ;FastAPI;Microsoft SQL Server;PostgreSQL;SQLite,14,1
66021,>35,No,NoHigherEd,1,Man,No,Dev,21,21,United States of America,130000.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;Yarn;jQuery;Laravel;Vue.js;AWS;DigitalOcean;Microsoft SQL Server;MySQL;PostgreSQL,15,1
66022,>35,No,Master,1,Man,No,Dev,21,15,Netherlands,99179.0,Python;SQL;Docker;Flask;AWS;DigitalOcean;PostgreSQL;SQLite,8,0
66023,<35,No,Undergraduate,1,Man,No,Dev,6,3,Egypt,10440.0,C#;C++;JavaScript;PHP;Python;SQL;TypeScript;Docker;npm;Angular;ASP.NET;ASP.NET Core ;Django;jQuery;React.js;AWS;Google Cloud;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite,21,1
66024,<35,No,Undergraduate,1,Man,No,Dev,4,2,Norway,77779.0,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Homebrew;npm;FastAPI;Vue.js;DigitalOcean;Firebase;PostgreSQL;SQLite,19,1
66025,<35,No,Undergraduate,1,Man,No,Dev,12,8,Denmark,86040.0,C#;F#;HTML/CSS;JavaScript;PowerShell;TypeScript;Docker;Kubernetes;npm;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;DigitalOcean;Managed Hosting;Microsoft Azure;OpenStack;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,22,1
66026,<35,No,Undergraduate,1,Woman,No,Dev,10,6,"Iran, Islamic Republic of...",1764.0,C#;HTML/CSS;JavaScript;SQL;npm;Yarn;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft SQL Server,11,1
66027,<35,No,Undergraduate,1,Man,No,Dev,8,5,Iraq,24000.0,C++;Dart;Go;TypeScript;Docker;Homebrew;Yarn;ASP.NET Core ;Node.js;React.js;Linode;PostgreSQL,12,0
66028,<35,No,Undergraduate,0,Man,No,Dev,6,6,Bangladesh,4092.0,C;C++;HTML/CSS;JavaScript;PHP;npm;jQuery;Laravel;Node.js;MySQL,10,1
66029,<35,No,Master,1,Man,No,Dev,10,5,India,6449.0,C#;HTML/CSS;PHP;SQL;Ansible;Docker;Kubernetes;Terraform;ASP.NET;AWS;MySQL,11,0
66030,>35,No,Master,0,Man,No,Dev,30,26,Brazil,12468.0,Delphi;MariaDB;SQLite,3,0
66031,>35,No,Other,1,Man,Yes,NotDev,12,12,Chile,28914.0,Go;HTML/CSS;PHP;Python;SQL;PostgreSQL;SQLite,7,0
66032,<35,No,Master,1,Man,No,Dev,20,11,Germany,106644.0,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Lua;MATLAB;PowerShell;Python;SQL;Docker;Kubernetes;Managed Hosting;Microsoft Azure;MySQL;Redis;SQLite,19,1
66033,<35,No,Undergraduate,1,Man,No,Dev,15,11,Spain,63986.0,HTML/CSS;JavaScript;TypeScript;Docker;Yarn;Express;Node.js;React.js;AWS;Linode;PostgreSQL;SQLite,12,1
66034,>35,No,Other,1,Man,No,Dev,20,17,United Kingdom of Great Britain and Northern Ireland,182177.0,Bash/Shell;Java;Scala;SQL;Docker;Kubernetes;AWS;MySQL;PostgreSQL,9,0
66035,>35,No,Other,1,Man,No,Dev,34,32,Germany,59720.0,COBOL;Python;SQL;Docker;Flask;Heroku;Oracle,7,0
66036,<35,No,Undergraduate,1,Man,No,Dev,9,8,Nigeria,129876.0,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Python;VBA;Docker;npm;Unity 3D;Unreal Engine;DigitalOcean;Google Cloud;Linode;MariaDB;MySQL;PostgreSQL,17,1
66037,<35,No,Undergraduate,1,Man,No,Dev,6,5,United Arab Emirates,16344.0,C#;HTML/CSS;Java;JavaScript;PHP;Python;Rust;Solidity;TypeScript;Kubernetes;Express;jQuery;Laravel;Next.js;React.js;AWS;DigitalOcean,17,1
66038,>35,No,Undergraduate,1,Man,No,Dev,15,12,United States of America,160000.0,C#;HTML/CSS;JavaScript;TypeScript;ASP.NET;ASP.NET Core ;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL;SQLite,12,1
66039,<35,No,Undergraduate,1,Man,Yes,Dev,3,1,Brazil,16452.0,HTML/CSS;JavaScript;TypeScript;Homebrew;npm;Yarn;Node.js;React.js;AWS;Firebase;Cloud Firestore;MySQL,12,1
66040,>35,No,Master,1,Man,No,Dev,23,19,Bulgaria,26172.0,Assembly;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;SQL;TypeScript;npm;Unity 3D;Unreal Engine;ASP.NET;ASP.NET Core ;Blazor;jQuery;Firebase;Microsoft SQL Server;PostgreSQL;Firebase Realtime Database;SQLite,22,1
66041,<35,No,Other,1,Man,Yes,NotDev,15,7,Czech Republic,60625.0,Bash/Shell;C;C++;Haskell;HTML/CSS;JavaScript;Python;SQL;VBA;Ansible;Docker;Django;Flask;MySQL;PostgreSQL;SQLite,16,0
66042,<35,No,Undergraduate,1,Man,No,Dev,0,0,Philippines,12132.0,Assembly;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Docker;npm;Unity 3D;Yarn;Express;Flask;jQuery;Next.js;Node.js;React.js;Firebase;Google Cloud;Heroku;Cloud Firestore;MongoDB;MySQL;SQLite,25,1
66043,>35,No,Other,1,Man,No,Dev,25,25,Germany,106644.0,C;C++;Elixir;Go;HTML/CSS;Java;JavaScript;LISP;Perl;PHP;Python;Ruby;SQL;TypeScript;Docker;npm;Django;FastAPI;Node.js;Phoenix;React.js;Colocation;Heroku;Managed Hosting;VMware;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,31,1
66044,<35,No,Master,1,Man,No,Dev,10,5,Germany,57588.0,JavaScript;PHP;PowerShell;SQL;Symfony;Elasticsearch;MariaDB;Microsoft SQL Server;Oracle,9,0
66045,<35,No,Master,1,Man,No,Dev,11,6,United Kingdom of Great Britain and Northern Ireland,100511.0,Bash/Shell;Go;Haskell;HTML/CSS;JavaScript;Python;Scala;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Yarn;Angular;FastAPI;Flask;React.js;AWS;Google Cloud;MongoDB;PostgreSQL,22,1
66046,>35,No,Undergraduate,1,Man,No,Dev,18,16,United States of America,15000.0,HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;Kubernetes;npm;Express;Next.js;Node.js;React.js;AWS;Google Cloud;Elasticsearch;MongoDB,15,1
66047,<35,No,Undergraduate,1,Man,No,Dev,8,6,Spain,63986.0,Bash/Shell;Python;Homebrew;Kubernetes;npm;Terraform;Yarn;FastAPI;AWS;Microsoft Azure;SQLite,11,1
66048,<35,No,Other,1,Man,No,Dev,6,2,India,7738.0,HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;npm;Express;Node.js;React.js;AWS;Firebase;Google Cloud;MongoDB;MySQL,15,1
66049,>35,No,Undergraduate,1,Man,Yes,Dev,10,3,United States of America,80000.0,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript;Ansible;Docker;npm;Yarn;Django;Next.js;React.js;AWS;DigitalOcean;Microsoft Azure;MongoDB;Oracle;PostgreSQL;Redis;SQLite,21,1
66050,>35,No,Undergraduate,1,Man,No,Dev,32,25,Australia,106157.0,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Docker;Homebrew;npm;Yarn;Express;Next.js;Node.js;React.js;Ruby on Rails;AWS;MariaDB;MongoDB;MySQL;PostgreSQL,21,1
66051,>35,No,Undergraduate,1,Man,No,Dev,27,21,France,76250.0,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;npm;Angular;React.js;Svelte;AWS;OVH;MariaDB;PostgreSQL;SQLite,17,1
66052,<35,No,NoHigherEd,1,Man,Yes,Dev,4,1,Italy,19196.0,Bash/Shell;Java;JavaScript;SQL;Docker;Yarn;React.js;PostgreSQL,8,0
66053,<35,No,Undergraduate,1,Man,No,Dev,3,2,Uganda,3936.0,Dart;HTML/CSS;Java;npm;Django;Next.js;React.js;Firebase;Heroku;Cloud Firestore;MariaDB;MySQL;PostgreSQL;Firebase Realtime Database,14,0
66054,>35,No,Master,1,Man,No,Dev,12,7,Israel,179357.0,Python;Docker;Flask;AWS;PostgreSQL,5,0
66055,<35,No,Master,1,Man,No,Dev,9,4,Germany,85315.0,Python;SQL;Swift;Docker;Kubernetes;AWS;Google Cloud;Microsoft Azure;VMware;MySQL;PostgreSQL;SQLite,12,0
66056,>35,No,NoHigherEd,0,Woman,No,Dev,27,13,United States of America,175000.0,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript;Docker;npm;Yarn;Express;Fastify;Next.js;Node.js;React.js;Heroku;PostgreSQL;SQLite,16,1
66057,<35,No,Undergraduate,1,Man,No,Dev,15,12,United States of America,223000.0,Bash/Shell;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Express;Node.js;React.js;Vue.js;AWS;Elasticsearch;MongoDB;PostgreSQL;SQLite,26,1
66058,<35,No,Master,1,Man,No,Dev,10,4,Germany,61853.0,C#;C++;Python;SQL;Docker;FastAPI;Microsoft SQL Server,7,0
66059,<35,No,Undergraduate,1,Man,No,Dev,1,0,India,3869.0,Java;SQL;MySQL;Redis,4,0
66060,>35,No,Master,1,Man,No,NotDev,21,11,Germany,106644.0,Bash/Shell;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;Terraform;React.js;AWS;DynamoDB;MySQL;PostgreSQL,14,0
66061,>35,No,Undergraduate,1,Man,No,Dev,17,8,United Kingdom of Great Britain and Northern Ireland,69102.0,Bash/Shell;Java;Python;SQL;Docker;Homebrew;Yarn;AWS;Google Cloud;Elasticsearch;MySQL,11,0
66062,<35,No,Undergraduate,1,Man,Yes,Dev,7,6,Norway,74668.0,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Docker;Homebrew;npm;Angular;Angular.js;jQuery;Next.js;Node.js;Symfony;AWS;Microsoft Azure;MariaDB;MongoDB;MySQL;Redis,22,1
66063,>35,No,Other,1,Man,Yes,Dev,18,10,United States of America,150000.0,HTML/CSS;JavaScript;Python;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Django;FastAPI;Node.js;React.js;AWS;DigitalOcean;PostgreSQL;Redis,17,1
66064,<35,No,Undergraduate,1,Man,Yes,Dev,3,0,Azerbaijan,6216.0,Bash/Shell;Java;Python;AWS;Oracle Cloud Infrastructure;PostgreSQL,6,0
66065,<35,No,Undergraduate,1,Man,Yes,Dev,7,0,Sweden,37788.0,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript;Docker;Homebrew;npm;Unity 3D;Angular;Angular.js;ASP.NET;Blazor;Express;Node.js;AWS;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,25,1
66066,>35,No,PhD,1,Man,No,Dev,30,15,Ukraine,40608.0,Assembly;C;C#;C++;Delphi;HTML/CSS;JavaScript;Objective-C;Perl;Python;SQL;Swift;TypeScript;Docker;Homebrew;npm;Angular;Django;Flask;jQuery;React.js;AWS;Google Cloud;Cloud Firestore;Elasticsearch;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite,30,1
66067,<35,No,Undergraduate,1,Man,No,Dev,12,10,Romania,82961.0,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;Scala;SQL;Docker;Homebrew;Kubernetes;Firebase;Google Cloud;Microsoft Azure;Cloud Firestore;PostgreSQL;Firebase Realtime Database;Redis,18,0
66068,<35,No,Undergraduate,1,Man,No,Dev,12,5,Romania,46596.0,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Docker;npm;Terraform;Angular;AWS;MongoDB;Oracle;PostgreSQL,15,1
66069,<35,No,NoHigherEd,1,NonBinary,No,NotDev,9,6,United States of America,14000.0,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL;Homebrew;AWS;Colocation;MariaDB;Redis,11,0
66070,>35,No,Undergraduate,1,Man,No,Dev,29,24,Canada,94482.0,Java;SQL;Kubernetes;Elasticsearch;Oracle,5,0
66071,<35,No,Other,0,Man,No,Dev,7,1,Germany,35192.0,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript;Docker;npm;ASP.NET;Drupal;Express;jQuery;Node.js;Symfony;Vue.js;Managed Hosting;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,24,1
66072,<35,No,PhD,1,Man,No,NotDev,7,7,United Kingdom of Great Britain and Northern Ireland,46487.0,Python;VBA,2,0
66073,<35,Yes,Master,1,Man,No,Dev,20,12,France,191959.0,C++;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;Docker;Yarn;Vue.js;OVH;MongoDB,12,0
66074,<35,No,Undergraduate,1,Man,No,Dev,5,2,Nigeria,7500.0,C;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;TypeScript;Angular;Express;jQuery;Node.js;Nuxt.js;React.js;Vue.js;Firebase;Google Cloud;Heroku;MariaDB;MongoDB;MySQL;Firebase Realtime Database,24,1
66075,<35,No,Undergraduate,1,Man,No,Dev,12,10,Netherlands,57588.0,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;ASP.NET;AWS;Managed Hosting;VMware;Microsoft SQL Server;PostgreSQL,13,1
66076,<35,No,Undergraduate,0,Man,Yes,NotDev,18,16,Germany,125138.0,Go;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;Ansible;Docker;npm;Yarn;Express;jQuery;Node.js;Nuxt.js;React.js;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud;Elasticsearch;MongoDB;MySQL;Redis;SQLite,26,1
66077,<35,No,Master,0,Man,No,Dev,11,7,India,19350.0,Java;Kotlin;Firebase;Cloud Firestore;SQLite,5,0
66078,<35,No,Master,1,Man,No,NotDev,16,4,Germany,61401.0,Bash/Shell;C;C++;Go;Java;JavaScript;LISP;Lua;Perl;Python;SQL;Ansible;Docker;Yarn;Django;Flask;React.js;OpenStack;VMware;MySQL;PostgreSQL;Redis;SQLite,23,1
66079,<35,No,Other,0,Man,No,Dev,15,11,Iceland,91916.0,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript;Docker;Kubernetes;npm;Puppet;Terraform;Yarn;ASP.NET Core ;Express;jQuery;Next.js;Node.js;React.js;AWS;Colocation;DigitalOcean;Firebase;Google Cloud;Cloud Firestore;Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite,37,1
66080,>35,No,Other,1,Man,No,Dev,24,18,Argentina,84000.0,Bash/Shell;Python;Docker;AWS;MongoDB;Neo4j;PostgreSQL;Redis,8,0
66081,<35,No,Master,1,Man,No,NotDev,10,2,France,44790.0,Bash/Shell;Go;JavaScript;Python;TypeScript;Ansible;Docker;Kubernetes;Terraform;Symfony;Vue.js;AWS;DynamoDB;MariaDB;PostgreSQL;Redis,16,0
66082,<35,No,Undergraduate,1,Man,No,Dev,4,2,Thailand,17568.0,C#;Go;JavaScript;Python;SQL;TypeScript;Docker;npm;ASP.NET Core ;Express;jQuery;React.js;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Microsoft Azure;CouchDB;Microsoft SQL Server;MongoDB;Firebase Realtime Database;Redis,23,1
66083,<35,No,Undergraduate,1,Man,No,Dev,3,2,Egypt,26088.0,HTML/CSS;JavaScript;SQL;Docker;Kubernetes;npm;Yarn;Express;Next.js;Node.js;React.js;AWS;Firebase;Google Cloud;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis,19,1
66084,>35,No,Other,0,Man,No,Dev,17,10,Slovenia,102372.0,Kotlin;Objective-C;Swift;Firebase;Cloud Firestore;MongoDB,6,0
66085,>35,No,Undergraduate,1,Man,Yes,Dev,39,27,United States of America,210000.0,Java;JavaScript;Python;R;Docker;Homebrew;npm;FastAPI;Node.js;AWS;MySQL;PostgreSQL,12,1
66086,<35,No,Master,1,Man,No,Dev,10,3,Germany,67553.0,Bash/Shell;C;C++;HTML/CSS;JavaScript;MATLAB;Python;Rust;TypeScript;Docker;Homebrew;Deno;Svelte,13,0
66087,<35,No,Undergraduate,1,Man,No,Dev,18,7,Canada,85893.0,C#;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript;Docker;Homebrew;npm;Angular;ASP.NET Core ;Express;FastAPI;Node.js;React.js;AWS;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,25,1
66088,>35,No,Undergraduate,1,Man,No,Dev,12,8,India,20636.0,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;ASP.NET;jQuery;Laravel;Node.js;Firebase;Microsoft SQL Server,13,1
66089,>35,No,Master,0,Man,Yes,Dev,24,19,Poland,150000.0,JavaScript;Ruby;Homebrew;npm;Node.js;React.js;Ruby on Rails;AWS;PostgreSQL,9,0
66090,<35,No,Undergraduate,1,Man,Yes,Dev,5,3,United States of America,133000.0,Go;HTML/CSS;JavaScript;Ruby;TypeScript;Chef;Docker;Homebrew;Kubernetes;npm;Terraform;Gatsby;React.js;Ruby on Rails;AWS;Heroku;MySQL,17,0
66091,>35,No,Undergraduate,1,Man,No,Dev,25,15,Israel,156.0,Bash/Shell;HTML/CSS;SQL;TypeScript;npm;Node.js;PostgreSQL,7,1
66092,<35,No,Master,1,Man,No,Dev,5,5,Russian Federation,69612.0,HTML/CSS;JavaScript;TypeScript;npm;Node.js;React.js,6,1
66093,<35,No,Undergraduate,1,Man,No,Dev,3,2,India,24087.0,Bash/Shell;Python;SQL;Docker;Homebrew;FastAPI;Google Cloud;Elasticsearch;MongoDB;MySQL;Redis,11,0
66094,>35,No,Undergraduate,0,Man,No,Dev,34,30,United States of America,170000.0,C#;C++;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;npm;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Microsoft Azure;Microsoft SQL Server;SQLite,17,1
66095,>35,No,Master,1,Woman,Yes,Dev,8,4,United States of America,208000.0,Bash/Shell;Go;Java;JavaScript;Lua;PHP;Python;SQL;Docker;Homebrew;Kubernetes;Flask;Symfony;AWS;Colocation;Google Cloud;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,22,1
66096,<35,No,Undergraduate,1,Man,Yes,Dev,11,3,Italy,35192.0,C++;Java;Firebase,3,0
66097,<35,No,Master,1,Man,No,Dev,14,9,Ukraine,39600.0,C++;Python;Rust;AWS,4,0
66098,<35,No,Master,1,Woman,No,Dev,10,5,Estonia,69744.0,Bash/Shell;Python;SQL;Ansible;Docker;Homebrew;Kubernetes;Terraform;AWS;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,14,0
66099,<35,No,Undergraduate,1,Man,No,Dev,18,11,Sweden,72425.0,Go;HTML/CSS;JavaScript;PHP;Swift;TypeScript;Docker;Homebrew;npm;Yarn;Next.js;Node.js;React.js;AWS;DynamoDB;MongoDB,16,1
66100,<35,No,Undergraduate,1,Man,No,Dev,10,5,Canada,62467.0,C#;JavaScript;PowerShell;Python;TypeScript;Docker;npm;Terraform;Unity 3D;jQuery;React.js;AWS;Microsoft Azure;VMware;MongoDB;MySQL;Redis,17,1
66101,>35,No,Master,1,Man,No,NotDev,35,25,Denmark,86035.0,Bash/Shell;C;C++;HTML/CSS;Python;SQL;Docker;Homebrew;Django;Linode;PostgreSQL;Redis;SQLite,13,0
66102,>35,No,Other,1,Woman,Yes,Dev,9,5,Australia,106157.0,HTML/CSS;JavaScript;TypeScript;Ansible;Docker;Homebrew;npm;Terraform;Yarn;Express;Next.js;Node.js;React.js;AWS;DynamoDB,15,1
66103,>35,No,Master,1,Man,No,Dev,32,30,Russian Federation,70000.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,10,1
66104,<35,No,Undergraduate,1,Man,Yes,NotDev,6,2,Ireland,58654.0,HTML/CSS;JavaScript;PowerShell;Python;SQL;Microsoft Azure;Microsoft SQL Server,7,0
66105,>35,No,Master,1,Man,No,NotDev,22,17,India,21672.0,C++;Julia;MATLAB;Python;SQLite,5,0
66106,<35,No,Undergraduate,1,Man,No,Dev,10,5,United States of America,120000.0,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Docker;Angular;AWS;PostgreSQL;SQLite,15,1
66107,<35,No,NoHigherEd,1,Man,No,Dev,7,3,South Africa,22764.0,Bash/Shell;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript;Docker;npm;Yarn;Angular;jQuery;Laravel;Ruby on Rails;Vue.js;Elasticsearch;MariaDB;MongoDB;Redis,23,1
66108,<35,No,Master,1,Man,No,Dev,3,0,Germany,63986.0,C++;Groovy;Python,3,0
66109,>35,No,Master,0,Man,No,Dev,36,25,Germany,149301.0,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Kubernetes;npm;Pulumi;Terraform;Yarn;ASP.NET Core ;FastAPI;Node.js;Microsoft Azure;Microsoft SQL Server;SQLite,23,1
66110,>35,No,Undergraduate,0,Man,No,Dev,15,12,Sweden,66026.0,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript;Docker;Homebrew;npm;Node.js;React.js;AWS;Firebase;Cloud Firestore;DynamoDB;Elasticsearch;MySQL;Redis,21,1
66111,>35,No,Master,1,Man,No,Dev,25,16,France,35192.0,Bash/Shell;C;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;VBA;npm;Yarn;Vue.js;OpenStack;Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,20,1
66112,>35,No,Undergraduate,0,Man,No,Dev,27,12,United States of America,175000.0,Bash/Shell;C#;HTML/CSS;JavaScript;Python;SQL;Docker;Kubernetes;npm;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;Django;Express;Flask;jQuery;Node.js;React.js;Svelte;Vue.js;AWS;Google Cloud;Managed Hosting;MariaDB;Microsoft SQL Server;MySQL;Neo4j;PostgreSQL;Redis;SQLite,33,1
66113,<35,No,Undergraduate,1,Man,No,Dev,15,12,United States of America,192750.0,COBOL;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Homebrew;Kubernetes;npm;Terraform;FastAPI;Flask;Node.js;React.js;AWS;Cassandra;IBM DB2;PostgreSQL;Redis,21,1
66114,>35,No,Master,1,Man,No,Dev,25,24,Canada,78084.0,Bash/Shell;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;Swift;TypeScript;Unity 3D;Angular;Node.js;AWS;MongoDB,14,1
66115,<35,No,Undergraduate,1,Man,Yes,Dev,11,6,United Kingdom of Great Britain and Northern Ireland,219869.0,Bash/Shell;C++;Go;Java;JavaScript;Python;Solidity;SQL;Kubernetes;Express;Node.js;AWS;Google Cloud;Cloud Firestore;MySQL;PostgreSQL,16,1
66116,<35,No,Undergraduate,1,Man,No,Dev,9,1,United States of America,63000.0,Assembly;C++;Docker;Google Cloud;MariaDB,5,0
66117,<35,No,Undergraduate,1,Man,Yes,Dev,7,5,India,31598.0,Bash/Shell;Go;Python;Docker;Kubernetes;AWS;Google Cloud;Microsoft Azure;MongoDB;PostgreSQL,10,0
66118,>35,No,Master,0,Man,No,Dev,32,24,Italy,63984.0,Bash/Shell;C#;Dart;npm;Unity 3D;Unreal Engine;Node.js;Vue.js,8,1
66119,<35,No,NoHigherEd,1,Man,No,Dev,7,7,Germany,38388.0,C#;HTML/CSS;Java;JavaScript;jQuery;Microsoft SQL Server,6,1
66120,>35,No,Undergraduate,1,Man,Yes,Dev,31,25,Canada,105414.0,HTML/CSS;Java;Python;SQL;TypeScript;Kubernetes;Terraform;React.js;AWS;PostgreSQL;Redis,11,0
66121,<35,No,Undergraduate,1,Man,No,Dev,11,5,India,18056.0,HTML/CSS;JavaScript;TypeScript;npm;Yarn;Express;Gatsby;Node.js;Nuxt.js;React.js;Vue.js;Firebase;Google Cloud;Heroku;Cloud Firestore,15,1
66122,>35,No,Undergraduate,1,Man,Yes,Dev,28,23,Germany,45996.0,Bash/Shell;C;Perl;Python;Rust;Docker;Managed Hosting;PostgreSQL,8,0
66123,<35,No,Other,0,Man,Yes,Dev,10,7,Netherlands,51192.0,Bash/Shell;C++;HTML/CSS;JavaScript;Julia;LISP;Objective-C;Python;SQL;Swift;Docker;Homebrew;npm;Yarn;Deno;Node.js;React.js;AWS;DigitalOcean;Firebase;Heroku;MongoDB;PostgreSQL;Firebase Realtime Database;SQLite,25,1
66124,>35,No,Undergraduate,1,Man,Yes,Dev,35,30,United States of America,150000.0,C#;HTML/CSS;SQL;VBA;Microsoft SQL Server,5,0
66125,<35,No,Undergraduate,1,Man,No,Dev,15,15,Brazil,39888.0,Bash/Shell;Elixir;HTML/CSS;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript;Docker;Homebrew;npm;Angular;Express;Fastify;Flask;Node.js;Phoenix;React.js;AWS;Firebase;Google Cloud;Microsoft Azure;Elasticsearch;PostgreSQL;Redis,26,1
66126,<35,No,Master,1,Man,No,Dev,16,9,India,16766.0,HTML/CSS;JavaScript;Docker;npm;Unity 3D;Angular;Express;jQuery;Node.js;AWS;Elasticsearch;MongoDB;MySQL;PostgreSQL,14,1
66127,<35,No,Other,1,Man,No,Dev,3,2,Brazil,27005.0,HTML/CSS;JavaScript;Ruby;Docker;Homebrew;Kubernetes;npm;Yarn;ASP.NET;ASP.NET Core ;Node.js;Ruby on Rails;Vue.js;AWS;Heroku;MongoDB;MySQL;PostgreSQL;Redis,19,1
66128,>35,No,Other,1,Man,No,Dev,32,23,Netherlands,67188.0,C#;Dart;HTML/CSS;JavaScript;PHP;SQL;jQuery;Firebase;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;SQLite,13,1
66129,>35,No,Master,0,Man,No,Dev,13,13,France,170630.0,TypeScript;Docker;npm;Express;Node.js;AWS;Microsoft Azure;DynamoDB;PostgreSQL;Redis,10,1
66130,<35,No,Master,1,Man,No,Dev,12,8,"Iran, Islamic Republic of...",24000.0,C#;Unity 3D;ASP.NET;ASP.NET Core ;Microsoft SQL Server;MongoDB;Redis,7,1
66131,<35,No,Undergraduate,0,Man,Yes,Dev,8,6,United States of America,210000.0,Go;Groovy;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Angular;Next.js;Node.js;React.js;Ruby on Rails;AWS;DynamoDB;PostgreSQL;Redis,23,1
66132,<35,No,Master,1,Man,No,NotDev,10,2,Finland,55032.0,Bash/Shell;Kotlin;Python;Rust;Docker;React.js;DigitalOcean;PostgreSQL,8,0
